CUST_ID	CUST_NAME	ADDRESS	CITY	STATE	WEBSITE	CREDIT_LIMIT	DATE_ENTERED
185	General Dynamics	"1796 Tsing Tao, Muang Nonthaburi, "	 Muang Nonthaburi	 	http://www.generaldynamics.com	1200	02/16/2016 00:00:00
186	TJX	"1810 Tucker Crt, Mumbai, "	 Mumbai	 	http://www.tjx.com	5000	08/20/2016 00:00:00
188	Nike	"Sendlinger Tor 4, Munich, "	 Munich	 	http://www.nike.com	2400	08/20/2016 00:00:00
189	World Fuel Services	"Theresienstr 15, Munich, "	 Munich	 	http://www.wfscorp.com	2400	07/14/2016 00:00:00
191	Mondelez International	"1822 Ironweed St, Toronto, ONT"	 Toronto	 ONT	http://www.mondelezinternational.com	1200	10/26/2016 00:00:00
193	Twenty-First Century Fox	"Via Notoriosa 1932 Rd, Firenze, "	 Firenze	 	http://www.21cf.com	500	02/16/2016 00:00:00
194	Deere	"Via Notoriosa 1941, Firenze, "	 Firenze	 	http://www.johndeere.com	500	11/16/2016 00:00:00
209	Time Warner	"Via Delle Grazie 11, Tellaro, "	 Tellaro	 	http://www.timewarner.com	2400	11/16/2016 00:00:00
196	DuPont	"Via Notoriosa 1943, Firenze, "	 Firenze	 	http://www.dupont.com	2400	11/16/2016 00:00:00
197	Avnet	"Via Luminosa 162, Tellaro, "	 Tellaro	 	http://www.avnet.com	700	06/14/2016 00:00:00
199	Macy?s	"Via Di Firenze 231, Tellaro, "	 Tellaro	 	http://www.macysinc.com	700	08/26/2016 00:00:00
201	Travelers Cos.	"Via Frenzy 6903, Tellaro, "	 Tellaro	 	http://www.travelers.com	3600	08/20/2016 00:00:00
203	Philip Morris International	"Piazza Quattre Stagioni 4, San Giminiano, "	 San Giminiano	 	http://www.pmi.com	3600	08/20/2016 00:00:00
205	Tech Data	"Via Notoriosa 1932, Tellaro, "	 Tellaro	 	http://www.techdata.com	3600	03/24/2016 00:00:00
211	McDonald?s	"2034 Sabrina Rd, Samutprakarn, "	 Samutprakarn	 	http://www.aboutmcdonalds.com	3700	04/23/2016 00:00:00
213	Sears Holdings	"Ruella Delle Spiriti, Milano, "	 Milano	 	http://www.searsholdings.com	500	05/24/2016 00:00:00
215	Capital One Financial	"Via Delle Capeletti 52, San Giminiano, "	 San Giminiano	 	http://www.capitalone.com	1500	05/24/2016 00:00:00
217	USAA	"Via Delli Capelli 2, San Giminiano, "	 San Giminiano	 	http://www.usaa.com	700	04/23/2016 00:00:00
219	Duke Energy	"1593 Silverado St, Bangalore, Kar"	 Bangalore	 Kar	http://www.duke-energy.com	5000	03/30/2016 00:00:00
221	Halliburton	"1602 Sholay St, Chennai, Tam"	 Chennai	 Tam	http://www.halliburton.com	1500	06/21/2016 00:00:00
224	Arrow Electronics	"1607 Sangam Blvd, New Delhi, "	 New Delhi	 	http://www.arrow.com	5000	08/26/2016 00:00:00
1	Raytheon	"514 W Superior St, Kokomo, IN"	 Kokomo	 IN	http://www.raytheon.com	100	08/20/2016 00:00:00
2	Plains GP Holdings	"2515 Bloyd Ave, Indianapolis, IN"	 Indianapolis	 IN	http://www.plainsallamerican.com	100	08/20/2016 00:00:00
3	US Foods Holding	"8768 N State Rd 37, Bloomington, IN"	 Bloomington	 IN	http://www.usfoods.com	100	08/26/2016 00:00:00
4	AbbVie	"6445 Bay Harbor Ln, Indianapolis, IN"	 Indianapolis	 IN	http://www.abbvie.com	100	08/20/2016 00:00:00
5	Centene	"4019 W 3Rd St, Bloomington, IN"	 Bloomington	 IN	http://www.centene.com	100	08/20/2016 00:00:00
6	Community Health Systems	"1608 Portage Ave, South Bend, IN"	 South Bend	 IN	http://www.chs.net	100	07/14/2016 00:00:00
7	Alcoa	"23943 Us Highway 33, Elkhart, IN"	 Elkhart	 IN	http://www.alcoa.com	100	10/26/2016 00:00:00
8	International Paper	"136 E Market St # 800, Indianapolis, IN"	 Indianapolis	 IN	http://www.internationalpaper.com	100	02/16/2016 00:00:00
9	Emerson Electric	"1905 College St, South Bend, IN"	 South Bend	 IN	http://www.emerson.com	100	08/20/2016 00:00:00
10	Union Pacific	"3512 Rockville Rd # 137C, Indianapolis, IN"	 Indianapolis	 IN	http://www.up.com	200	08/26/2016 00:00:01
11	Amgen	"1303 E University St, Bloomington, IN"	 Bloomington	 IN	http://www.amgen.com	200	08/20/2016 00:00:00
12	U.S. Bancorp	"115 N Weinbach Ave, Evansville, IN"	 Evansville	 IN	http://www.usbank.com	200	08/20/2016 00:00:00
13	Staples	"2067 Rollett Ln, Evansville, IN"	 Evansville	 IN	http://www.staples.com	200	07/14/2016 00:00:01
14	Danaher	"1105 E Allendale Dr, Bloomington, IN"	 Bloomington	 IN	http://www.danaher.com	200	10/26/2016 00:00:01
15	Whirlpool	"18305 Van Dyke St, Detroit, MI"	 Detroit	 MI	http://www.whirlpoolcorp.com	200	02/16/2016 00:00:01
16	Aflac	"Lucas Dr Bldg 348, Detroit, MI"	 Detroit	 MI	http://www.aflac.com	200	08/20/2016 00:00:01
17	AutoNation	"1801 Monroe Ave Nw, Grand Rapids, MI"	 Grand Rapids	 MI	http://www.autonation.com	200	08/26/2016 00:00:02
18	Progressive	"4925 Kendrick St Se, Grand Rapids, MI"	 Grand Rapids	 MI	http://www.progressive.com	200	08/20/2016 00:00:00
19	Abbott Laboratories	"3310 Dixie Ct, Saginaw, MI"	 Saginaw	 MI	http://www.abbott.com	200	08/20/2016 00:00:00
20	Dollar General	"113 Washington Sq N, Lansing, MI"	 Lansing	 MI	http://www.dollargeneral.com	200	07/14/2016 00:00:02
21	Tenet Healthcare	"2500 S Pennsylvania Ave, Lansing, MI"	 Lansing	 MI	http://www.tenethealth.com	200	10/26/2016 00:00:02
22	Eli Lilly	"3213 S Cedar St, Lansing, MI"	 Lansing	 MI	http://www.lilly.com	200	02/16/2016 00:00:02
24	Southwest Airlines	"6654 W Lafayette St, Detroit, MI"	 Detroit	 MI	http://www.southwest.com	200	08/20/2016 00:00:02
25	Penske Automotive Group	"27 Benton Rd, Saginaw, MI"	 Saginaw	 MI	http://www.penskeautomotive.com	200	08/26/2016 00:00:03
26	ManpowerGroup	"8201 Livernois Ave, Detroit, MI"	 Detroit	 MI	http://www.manpowergroup.com	300	08/20/2016 00:00:00
28	Kohl?s	"3100 E Eisenhower Pky # 100, Ann Arbor, MI"	 Ann Arbor	 MI	http://www.kohlscorporation.com	300	08/20/2016 00:00:00
29	Starbucks	"952 Vassar Dr, Kalamazoo, MI"	 Kalamazoo	 MI	http://www.starbucks.com	400	07/14/2016 00:00:03
30	Paccar	"150 W Jefferson Ave # 2500, Detroit, MI"	 Detroit	 MI	http://www.paccar.com	400	10/26/2016 00:00:03
31	Cummins	"40 Pearl St Nw # 1020, Grand Rapids, MI"	 Grand Rapids	 MI	http://www.cummins.com	400	02/16/2016 00:00:03
33	Altria Group	"301 E Genesee Ave, Saginaw, MI"	 Saginaw	 MI	http://www.altria.com	400	08/20/2016 00:00:03
34	Xerox	"9936 Dexter Ave, Detroit, MI"	 Detroit	 MI	http://www.xerox.com	400	08/26/2016 00:00:04
35	Kimberly-Clark	"1660 University Ter, Ann Arbor, MI"	 Ann Arbor	 MI	http://www.kimberly-clark.com	400	08/20/2016 00:00:00
36	Hartford Financial Services Group	"15713 N East St, Lansing, MI"	 Lansing	 MI	http://www.thehartford.com	400	08/20/2016 00:00:00
38	Kraft Heinz	"10315 Hickman Rd, Des Moines, IA"	 Des Moines	 IA	http://www.kraftheinzcompany.com	500	07/14/2016 00:00:04
40	Fluor	"1928 Sherwood Dr, Council Bluffs, IA"	 Council Bluffs	 IA	http://www.fluor.com	500	10/26/2016 00:00:04
41	AECOM	"2102 E Kimberly Rd, Davenport, IA"	 Davenport	 IA	http://www.aecom.com	500	02/16/2016 00:00:04
44	Jabil Circuit	"221 3Rd Ave Se # 300, Cedar Rapids, IA"	 Cedar Rapids	 IA	http://www.jabil.com	500	08/20/2016 00:00:04
45	CenturyLink	"2120 Heights Dr, Eau Claire, WI"	 Eau Claire	 WI	http://www.centurylink.com	500	08/26/2016 00:00:05
47	General Mills	"6555 W Good Hope Rd, Milwaukee, WI"	 Milwaukee	 WI	http://www.generalmills.com	600	08/20/2016 00:00:00
48	Southern	"1314 N Stoughton Rd, Madison, WI"	 Madison	 WI	http://www.southerncompany.com	600	08/20/2016 00:00:00
50	Thermo Fisher Scientific	"6161 N 64Th St, Milwaukee, WI"	 Milwaukee	 WI	http://www.thermofisher.com	700	07/14/2016 00:00:05
51	American Electric Power	"11016 W Lincoln Ave, Milwaukee, WI"	 Milwaukee	 WI	http://www.aep.com	700	10/26/2016 00:00:05
53	NGL Energy Partners	"615 N Sherman Ave, Madison, WI"	 Madison	 WI	http://www.nglenergypartners.com	700	02/16/2016 00:00:05
54	Bristol-Myers Squibb	"512 E Grand Ave, Beloit, WI"	 Beloit	 WI	http://www.bms.com	700	08/20/2016 00:00:05
56	Nucor	"5235 N Ironwood Ln, Milwaukee, WI"	 Milwaukee	 WI	http://www.nucor.com	700	08/26/2016 00:00:06
57	PNC Financial Services Group	"322 E Michigan St, Milwaukee, WI"	 Milwaukee	 WI	http://www.pnc.com	700	08/20/2016 00:00:00
58	Health Net	"1400 Bellinger St Fl 4, Eau Claire, WI"	 Eau Claire	 WI	http://www.healthnet.com	700	08/20/2016 00:00:00
60	Colgate-Palmolive	"808 3Rd St # 100, Wausau, WI"	 Wausau	 WI	http://www.colgatepalmolive.com	700	07/14/2016 00:00:06
61	Freeport-McMoRan	"300 Crooks St, Green Bay, WI"	 Green Bay	 WI	http://www.fcx.com	900	10/26/2016 00:00:06
64	Gap	"2122 Campbell Rd, La Crosse, WI"	 La Crosse	 WI	http://www.gapinc.com	1200	02/16/2016 00:00:06
65	Baker Hughes	"3324 N Oakland Ave, Milwaukee, WI"	 Milwaukee	 WI	http://www.bakerhughes.com	1200	08/20/2016 00:00:06
67	Dollar Tree	"1501 Lowry Ave N, Minneapolis, MN"	 Minneapolis	 MN	http://www.dollartree.com	1200	08/26/2016 00:00:07
69	Whole Foods Market	"4200 Yosemite Ave S, Minneapolis, MN"	 Minneapolis	 MN	http://www.wholefoodsmarket.com	1200	08/20/2016 00:00:00
70	PPG Industries	"2800 Chicago Ave # 100, Minneapolis, MN"	 Minneapolis	 MN	http://www.ppg.com	1200	08/20/2016 00:00:00
72	Icahn Enterprises	"314 W Superior St # 1015, Duluth, MN"	 Duluth	 MN	http://www.ielp.com	1200	07/14/2016 00:00:07
